Entity,Code,Year,Palm fruit oil | 00000254 || Area harvested | 005312 || hectares
Melanesia,OWID_MNS,1971,440
Melanesia,OWID_MNS,1972,1640
Melanesia,OWID_MNS,1973,3140
Melanesia,OWID_MNS,1974,3270
Melanesia,OWID_MNS,1975,7200
Melanesia,OWID_MNS,1976,10519
Melanesia,OWID_MNS,1977,11964
Melanesia,OWID_MNS,1978,12494
Melanesia,OWID_MNS,1979,14286
Melanesia,OWID_MNS,1980,14335
Melanesia,OWID_MNS,1981,18835
Melanesia,OWID_MNS,1982,28332
Melanesia,OWID_MNS,1983,29332
Melanesia,OWID_MNS,1984,41530
Melanesia,OWID_MNS,1985,42296
Melanesia,OWID_MNS,1986,44918
Melanesia,OWID_MNS,1987,45590
Melanesia,OWID_MNS,1988,38809
Melanesia,OWID_MNS,1989,45486
Melanesia,OWID_MNS,1990,51019
Melanesia,OWID_MNS,1991,52000
Melanesia,OWID_MNS,1992,58000
Melanesia,OWID_MNS,1993,63000
Melanesia,OWID_MNS,1994,67000
Melanesia,OWID_MNS,1995,70000
Melanesia,OWID_MNS,1996,70000
Melanesia,OWID_MNS,1997,71000
Melanesia,OWID_MNS,1998,72000
Melanesia,OWID_MNS,1999,76000
Melanesia,OWID_MNS,2000,81000
Melanesia,OWID_MNS,2001,84000
Melanesia,OWID_MNS,2002,88000
Melanesia,OWID_MNS,2003,92000
Melanesia,OWID_MNS,2004,94000
Melanesia,OWID_MNS,2005,97000
Melanesia,OWID_MNS,2006,102000
Melanesia,OWID_MNS,2007,106000
Melanesia,OWID_MNS,2008,128000
Melanesia,OWID_MNS,2009,131000
Melanesia,OWID_MNS,2010,148000
Melanesia,OWID_MNS,2011,157000
Melanesia,OWID_MNS,2012,161000
Melanesia,OWID_MNS,2013,166000
Melanesia,OWID_MNS,2014,184016
Melanesia,OWID_MNS,2015,200552
Melanesia,OWID_MNS,2016,212482
Melanesia,OWID_MNS,2017,216413
Melanesia,OWID_MNS,2018,223702
Melanesia,OWID_MNS,2019,230613
Melanesia,OWID_MNS,2020,242624
Melanesia,OWID_MNS,2021,254161
Melanesia,OWID_MNS,2022,263770
Mexico,MEX,1961,19419
Mexico,MEX,1962,22193
Mexico,MEX,1963,19729
Mexico,MEX,1964,20927
Mexico,MEX,1965,20941
Mexico,MEX,1966,20971
Mexico,MEX,1967,18668
Mexico,MEX,1968,20514
Mexico,MEX,1969,17496
Mexico,MEX,1970,13188
Mexico,MEX,1971,10916
Mexico,MEX,1972,12780
Mexico,MEX,1973,13371
Mexico,MEX,1974,13755
Mexico,MEX,1975,7737
Mexico,MEX,1976,12276
Mexico,MEX,1977,6243
Mexico,MEX,1978,4068
Mexico,MEX,1979,3620
Mexico,MEX,1980,4560
Mexico,MEX,1981,2500
Mexico,MEX,1982,2000
Mexico,MEX,1983,875
Mexico,MEX,1984,1000
Mexico,MEX,1985,970
Mexico,MEX,1986,970
Mexico,MEX,1987,970
Mexico,MEX,1988,780
Mexico,MEX,1989,1000
Mexico,MEX,1990,1745
Mexico,MEX,1991,1150
Mexico,MEX,1992,1150
Mexico,MEX,1993,2683
Mexico,MEX,1994,1950
Mexico,MEX,1995,3076
Mexico,MEX,1996,2748
Mexico,MEX,1997,2748
Mexico,MEX,1998,5000
Mexico,MEX,1999,6000
Mexico,MEX,2000,9000
Mexico,MEX,2001,12000
Mexico,MEX,2002,14000
Mexico,MEX,2003,13558
Mexico,MEX,2004,17836
Mexico,MEX,2005,18376
Mexico,MEX,2006,22033
Mexico,MEX,2007,23804
Mexico,MEX,2008,25918
Mexico,MEX,2009,28239
Mexico,MEX,2010,31804
Mexico,MEX,2011,32701
Mexico,MEX,2012,34249
Mexico,MEX,2013,46094
Mexico,MEX,2014,50868
Mexico,MEX,2015,54601
Mexico,MEX,2016,58609
Mexico,MEX,2017,65805
Mexico,MEX,2018,72841
Mexico,MEX,2019,85530
Mexico,MEX,2020,114938
Mexico,MEX,2021,115238
Mexico,MEX,2022,115137
Middle Africa (FAO),,1961,298570
Middle Africa (FAO),,1962,288670
Middle Africa (FAO),,1963,282650
Middle Africa (FAO),,1964,264650
Middle Africa (FAO),,1965,221250
Middle Africa (FAO),,1966,212350
Middle Africa (FAO),,1967,251270
Middle Africa (FAO),,1968,302150
Middle Africa (FAO),,1969,306350
Middle Africa (FAO),,1970,290100
Middle Africa (FAO),,1971,277950
Middle Africa (FAO),,1972,272200
Middle Africa (FAO),,1973,262653
Middle Africa (FAO),,1974,254850
Middle Africa (FAO),,1975,258650
Middle Africa (FAO),,1976,242140
Middle Africa (FAO),,1977,238500
Middle Africa (FAO),,1978,240500
Middle Africa (FAO),,1979,257750
Middle Africa (FAO),,1980,268200
Middle Africa (FAO),,1981,264520
Middle Africa (FAO),,1982,275000
Middle Africa (FAO),,1983,275270
Middle Africa (FAO),,1984,291770
Middle Africa (FAO),,1985,295470
Middle Africa (FAO),,1986,301320
Middle Africa (FAO),,1987,307270
Middle Africa (FAO),,1988,312193
Middle Africa (FAO),,1989,327850
Middle Africa (FAO),,1990,329400
Middle Africa (FAO),,1991,329530
Middle Africa (FAO),,1992,330780
Middle Africa (FAO),,1993,326480
Middle Africa (FAO),,1994,328250
Middle Africa (FAO),,1995,329500
Middle Africa (FAO),,1996,332300
Middle Africa (FAO),,1997,313600
Middle Africa (FAO),,1998,303950
Middle Africa (FAO),,1999,297300
Middle Africa (FAO),,2000,298875
Middle Africa (FAO),,2001,278000
Middle Africa (FAO),,2002,269000
Middle Africa (FAO),,2003,259750
Middle Africa (FAO),,2004,260181
Middle Africa (FAO),,2005,275405
Middle Africa (FAO),,2006,287554
Middle Africa (FAO),,2007,290757
Middle Africa (FAO),,2008,298602
Middle Africa (FAO),,2009,323879
Middle Africa (FAO),,2010,334954
Middle Africa (FAO),,2011,345218
Middle Africa (FAO),,2012,397336
Middle Africa (FAO),,2013,447627
Middle Africa (FAO),,2014,454231
Middle Africa (FAO),,2015,469852
Middle Africa (FAO),,2016,502990
Middle Africa (FAO),,2017,515910
Middle Africa (FAO),,2018,533388
Middle Africa (FAO),,2019,556490
Middle Africa (FAO),,2020,594163
Middle Africa (FAO),,2021,593780
Middle Africa (FAO),,2022,604823
Net Food Importing Developing Countries (FAO),,1961,644716
Net Food Importing Developing Countries (FAO),,1962,639144
Net Food Importing Developing Countries (FAO),,1963,618228
Net Food Importing Developing Countries (FAO),,1964,601698
Net Food Importing Developing Countries (FAO),,1965,553194
Net Food Importing Developing Countries (FAO),,1966,558479
Net Food Importing Developing Countries (FAO),,1967,585627
Net Food Importing Developing Countries (FAO),,1968,633860
Net Food Importing Developing Countries (FAO),,1969,641096
Net Food Importing Developing Countries (FAO),,1970,628789
Net Food Importing Developing Countries (FAO),,1971,633333
Net Food Importing Developing Countries (FAO),,1972,623532
Net Food Importing Developing Countries (FAO),,1973,622657
Net Food Importing Developing Countries (FAO),,1974,628240
Net Food Importing Developing Countries (FAO),,1975,633456
Net Food Importing Developing Countries (FAO),,1976,627329
Net Food Importing Developing Countries (FAO),,1977,632587
Net Food Importing Developing Countries (FAO),,1978,635865
Net Food Importing Developing Countries (FAO),,1979,656239
Net Food Importing Developing Countries (FAO),,1980,672156
Net Food Importing Developing Countries (FAO),,1981,680440
Net Food Importing Developing Countries (FAO),,1982,691294
Net Food Importing Developing Countries (FAO),,1983,689124
Net Food Importing Developing Countries (FAO),,1984,695774
Net Food Importing Developing Countries (FAO),,1985,693654
Net Food Importing Developing Countries (FAO),,1986,709715
Net Food Importing Developing Countries (FAO),,1987,709542
Net Food Importing Developing Countries (FAO),,1988,729716
Net Food Importing Developing Countries (FAO),,1989,741285
Net Food Importing Developing Countries (FAO),,1990,766040
Net Food Importing Developing Countries (FAO),,1991,811868
Net Food Importing Developing Countries (FAO),,1992,853258
Net Food Importing Developing Countries (FAO),,1993,857600
Net Food Importing Developing Countries (FAO),,1994,879444
Net Food Importing Developing Countries (FAO),,1995,887869
Net Food Importing Developing Countries (FAO),,1996,909978
Net Food Importing Developing Countries (FAO),,1997,902769
Net Food Importing Developing Countries (FAO),,1998,905960
Net Food Importing Developing Countries (FAO),,1999,904577
Net Food Importing Developing Countries (FAO),,2000,913402
Net Food Importing Developing Countries (FAO),,2001,916311
Net Food Importing Developing Countries (FAO),,2002,925873
Net Food Importing Developing Countries (FAO),,2003,923238
Net Food Importing Developing Countries (FAO),,2004,970130
Net Food Importing Developing Countries (FAO),,2005,980690
Net Food Importing Developing Countries (FAO),,2006,1019365
Net Food Importing Developing Countries (FAO),,2007,1021775
Net Food Importing Developing Countries (FAO),,2008,1057666
Net Food Importing Developing Countries (FAO),,2009,1105523
Net Food Importing Developing Countries (FAO),,2010,1128920
Net Food Importing Developing Countries (FAO),,2011,1157594
Net Food Importing Developing Countries (FAO),,2012,1226881
Net Food Importing Developing Countries (FAO),,2013,1310610
Net Food Importing Developing Countries (FAO),,2014,1320463
Net Food Importing Developing Countries (FAO),,2015,1367895
Net Food Importing Developing Countries (FAO),,2016,1456832
Net Food Importing Developing Countries (FAO),,2017,1530244
Net Food Importing Developing Countries (FAO),,2018,1553814
Net Food Importing Developing Countries (FAO),,2019,1658452
Net Food Importing Developing Countries (FAO),,2020,1683060
Net Food Importing Developing Countries (FAO),,2021,1767209
Net Food Importing Developing Countries (FAO),,2022,1789424
Nicaragua,NIC,1961,0
Nicaragua,NIC,1962,0
Nicaragua,NIC,1963,0
Nicaragua,NIC,1964,0
Nicaragua,NIC,1965,0
Nicaragua,NIC,1966,0
Nicaragua,NIC,1967,0
Nicaragua,NIC,1968,1050
Nicaragua,NIC,1969,1050
Nicaragua,NIC,1970,1050
Nicaragua,NIC,1971,1050
Nicaragua,NIC,1972,1050
Nicaragua,NIC,1973,1400
Nicaragua,NIC,1974,1400
Nicaragua,NIC,1975,1400
Nicaragua,NIC,1976,1400
Nicaragua,NIC,1977,1400
Nicaragua,NIC,1978,2100
Nicaragua,NIC,1979,2100
Nicaragua,NIC,1980,2100
Nicaragua,NIC,1981,2100
Nicaragua,NIC,1982,2100
Nicaragua,NIC,1983,2200
Nicaragua,NIC,1984,2300
Nicaragua,NIC,1985,2300
Nicaragua,NIC,1986,2400
Nicaragua,NIC,1987,2500
Nicaragua,NIC,1988,2500
Nicaragua,NIC,1989,2600
Nicaragua,NIC,1990,2700
Nicaragua,NIC,1991,2800
Nicaragua,NIC,1992,2000
Nicaragua,NIC,1993,2000
Nicaragua,NIC,1994,2000
Nicaragua,NIC,1995,2000
Nicaragua,NIC,1996,2000
Nicaragua,NIC,1997,2000
Nicaragua,NIC,1998,2000
Nicaragua,NIC,1999,2000
Nicaragua,NIC,2000,2000
Nicaragua,NIC,2001,2000
Nicaragua,NIC,2002,2000
Nicaragua,NIC,2003,2200
Nicaragua,NIC,2004,2500
Nicaragua,NIC,2005,2500
Nicaragua,NIC,2006,2500
Nicaragua,NIC,2007,3000
Nicaragua,NIC,2008,3000
Nicaragua,NIC,2009,3000
Nicaragua,NIC,2010,4000
Nicaragua,NIC,2011,4000
Nicaragua,NIC,2012,4000
Nicaragua,NIC,2013,17000
Nicaragua,NIC,2014,19000
Nicaragua,NIC,2015,22000
Nicaragua,NIC,2016,21625
Nicaragua,NIC,2017,25218
Nicaragua,NIC,2018,26767
Nicaragua,NIC,2019,32008
Nicaragua,NIC,2020,33459
Nicaragua,NIC,2021,35132
Nicaragua,NIC,2022,34894
Nigeria,NGA,1961,2700000
Nigeria,NGA,1962,2500000
Nigeria,NGA,1963,2600000
Nigeria,NGA,1964,2600000
Nigeria,NGA,1965,2700000
Nigeria,NGA,1966,2600000
Nigeria,NGA,1967,2100000
Nigeria,NGA,1968,2100000
Nigeria,NGA,1969,2200000
Nigeria,NGA,1970,2150000
Nigeria,NGA,1971,2150000
Nigeria,NGA,1972,2000000
Nigeria,NGA,1973,2000000
Nigeria,NGA,1974,2150000
Nigeria,NGA,1975,2100000
Nigeria,NGA,1976,2100000
Nigeria,NGA,1977,2150000
Nigeria,NGA,1978,2000000
Nigeria,NGA,1979,2300000
Nigeria,NGA,1980,2300000
Nigeria,NGA,1981,2000000
Nigeria,NGA,1982,2000000
Nigeria,NGA,1983,1900000
Nigeria,NGA,1984,2200000
Nigeria,NGA,1985,2200000
Nigeria,NGA,1986,2220000
Nigeria,NGA,1987,2300000
Nigeria,NGA,1988,2250000
Nigeria,NGA,1989,2260000
Nigeria,NGA,1990,2300000
Nigeria,NGA,1991,2450000
Nigeria,NGA,1992,2550000
Nigeria,NGA,1993,2700000
Nigeria,NGA,1994,2750000
Nigeria,NGA,1995,2938000
Nigeria,NGA,1996,2950000
Nigeria,NGA,1997,2950000
Nigeria,NGA,1998,2950000
Nigeria,NGA,1999,3000000
Nigeria,NGA,2000,3080000
Nigeria,NGA,2001,3180000
Nigeria,NGA,2002,3180000
Nigeria,NGA,2003,3300000
Nigeria,NGA,2004,3320000
Nigeria,NGA,2005,3350000
Nigeria,NGA,2006,3075000
Nigeria,NGA,2007,3150000
Nigeria,NGA,2008,3200000
Nigeria,NGA,2009,3200000
Nigeria,NGA,2010,3200000
Nigeria,NGA,2011,3200000
Nigeria,NGA,2012,3250000
Nigeria,NGA,2013,3000000
Nigeria,NGA,2014,3114347
Nigeria,NGA,2015,3229848
Nigeria,NGA,2016,3312313
Nigeria,NGA,2017,3545307
Nigeria,NGA,2018,3735292
Nigeria,NGA,2019,3769185
Nigeria,NGA,2020,3886806
Nigeria,NGA,2021,4861817
Nigeria,NGA,2022,4907531
North America,,1961,22910
North America,,1962,26112
North America,,1963,24952
North America,,1964,26120
North America,,1965,26080
North America,,1966,26265
North America,,1967,24320
North America,,1968,27719
North America,,1969,25622
North America,,1970,21986
North America,,1971,20283
North America,,1972,22706
North America,,1973,28107
North America,,1974,29017
North America,,1975,24708
North America,,1976,29486
North America,,1977,28998
North America,,1978,31266
North America,,1979,35477
North America,,1980,35447
North America,,1981,36834
North America,,1982,36786
North America,,1983,41018
North America,,1984,40154
North America,,1985,41913
North America,,1986,45272
North America,,1987,44735
North America,,1988,47555
North America,,1989,51388
North America,,1990,60197
North America,,1991,66575
North America,,1992,71383
North America,,1993,68811
North America,,1994,80602
North America,,1995,85266
North America,,1996,86987
North America,,1997,90719
North America,,1998,100102
North America,,1999,115556
North America,,2000,124917
North America,,2001,148097
North America,,2002,159672
North America,,2003,167239
North America,,2004,185811
North America,,2005,198176
North America,,2006,224219
North America,,2007,237250
North America,,2008,252324
North America,,2009,268415
North America,,2010,280211
North America,,2011,300315
North America,,2012,332763
North America,,2013,391720
North America,,2014,421661
North America,,2015,469990
North America,,2016,500405
North America,,2017,538941
North America,,2018,572048
North America,,2019,620102
North America,,2020,673213
North America,,2021,692680
North America,,2022,708756
Oceania,,1961,55
Oceania,,1962,55
Oceania,,1963,55
Oceania,,1964,55
Oceania,,1965,55
Oceania,,1966,55
Oceania,,1967,55
Oceania,,1968,55
Oceania,,1969,110
Oceania,,1970,110
Oceania,,1971,440
Oceania,,1972,1640
Oceania,,1973,3140
Oceania,,1974,3270
Oceania,,1975,7200
Oceania,,1976,10519
Oceania,,1977,11964
Oceania,,1978,12494
Oceania,,1979,14286
Oceania,,1980,14335
Oceania,,1981,18835
Oceania,,1982,28332
Oceania,,1983,29332
Oceania,,1984,41530
Oceania,,1985,42296
Oceania,,1986,44918
Oceania,,1987,45590
Oceania,,1988,38809
Oceania,,1989,45486
Oceania,,1990,51019
Oceania,,1991,52000
Oceania,,1992,58000
Oceania,,1993,63000
Oceania,,1994,67000
Oceania,,1995,70000
Oceania,,1996,70000
Oceania,,1997,71000
Oceania,,1998,72000
Oceania,,1999,76000
Oceania,,2000,81000
Oceania,,2001,84000
Oceania,,2002,88000
Oceania,,2003,92000
Oceania,,2004,94000
Oceania,,2005,97000
Oceania,,2006,102000
Oceania,,2007,106000
Oceania,,2008,128000
Oceania,,2009,131000
Oceania,,2010,148000
Oceania,,2011,157000
Oceania,,2012,161000
Oceania,,2013,166000
Oceania,,2014,184016
Oceania,,2015,200552
Oceania,,2016,212482
Oceania,,2017,216413
Oceania,,2018,223702
Oceania,,2019,230613
Oceania,,2020,242624
Oceania,,2021,254161
Oceania,,2022,263770
Oceania (FAO),,1961,55
Oceania (FAO),,1962,55
Oceania (FAO),,1963,55
Oceania (FAO),,1964,55
Oceania (FAO),,1965,55
Oceania (FAO),,1966,55
Oceania (FAO),,1967,55
Oceania (FAO),,1968,55
Oceania (FAO),,1969,110
Oceania (FAO),,1970,110
Oceania (FAO),,1971,440
Oceania (FAO),,1972,1640
Oceania (FAO),,1973,3140
Oceania (FAO),,1974,3270
Oceania (FAO),,1975,7200
Oceania (FAO),,1976,10519
Oceania (FAO),,1977,11964
Oceania (FAO),,1978,12494
Oceania (FAO),,1979,14286
Oceania (FAO),,1980,14335
Oceania (FAO),,1981,18835
Oceania (FAO),,1982,28332
Oceania (FAO),,1983,29332
Oceania (FAO),,1984,41530
Oceania (FAO),,1985,42296
Oceania (FAO),,1986,44918
Oceania (FAO),,1987,45590
Oceania (FAO),,1988,38809
Oceania (FAO),,1989,45486
Oceania (FAO),,1990,51019
Oceania (FAO),,1991,52000
Oceania (FAO),,1992,58000
Oceania (FAO),,1993,63000
Oceania (FAO),,1994,67000
Oceania (FAO),,1995,70000
Oceania (FAO),,1996,70000
Oceania (FAO),,1997,71000
Oceania (FAO),,1998,72000
Oceania (FAO),,1999,76000
Oceania (FAO),,2000,81000
Oceania (FAO),,2001,84000
Oceania (FAO),,2002,88000
Oceania (FAO),,2003,92000
Oceania (FAO),,2004,94000
Oceania (FAO),,2005,97000
Oceania (FAO),,2006,102000
Oceania (FAO),,2007,106000
Oceania (FAO),,2008,128000
Oceania (FAO),,2009,131000
Oceania (FAO),,2010,148000
Oceania (FAO),,2011,157000
Oceania (FAO),,2012,161000
Oceania (FAO),,2013,166000
Oceania (FAO),,2014,184016
Oceania (FAO),,2015,200552
Oceania (FAO),,2016,212482
Oceania (FAO),,2017,216413
Oceania (FAO),,2018,223702
Oceania (FAO),,2019,230613
Oceania (FAO),,2020,242624
Oceania (FAO),,2021,254161
Oceania (FAO),,2022,263770
Panama,PAN,1961,0
Panama,PAN,1962,0
Panama,PAN,1963,0
Panama,PAN,1964,0
Panama,PAN,1965,0
Panama,PAN,1966,0
Panama,PAN,1967,0
Panama,PAN,1968,0
Panama,PAN,1969,0
Panama,PAN,1970,0
Panama,PAN,1971,0
Panama,PAN,1972,0
Panama,PAN,1973,0
Panama,PAN,1974,0
Panama,PAN,1975,0
Panama,PAN,1976,0
Panama,PAN,1977,0
Panama,PAN,1978,0
Panama,PAN,1979,0
Panama,PAN,1980,0
Panama,PAN,1981,0
Panama,PAN,1982,0
Panama,PAN,1983,0
Panama,PAN,1984,0
Panama,PAN,1985,0
Panama,PAN,1986,0
Panama,PAN,1987,0
Panama,PAN,1988,0
Panama,PAN,1989,0
Panama,PAN,1990,0
Panama,PAN,1991,0
Panama,PAN,1992,0
Panama,PAN,1993,0
Panama,PAN,1994,0
Panama,PAN,1995,0
Panama,PAN,1996,0
Panama,PAN,1997,2450
Panama,PAN,1998,4900
Panama,PAN,1999,5500
Panama,PAN,2000,5600
Panama,PAN,2001,5800
Panama,PAN,2002,5700
Panama,PAN,2003,5800
Panama,PAN,2004,6400
Panama,PAN,2005,6700
Panama,PAN,2006,6800
Panama,PAN,2007,7550
Panama,PAN,2008,6300
Panama,PAN,2009,7650
Panama,PAN,2010,6050
Panama,PAN,2011,5150
Panama,PAN,2012,5300
Panama,PAN,2013,5400
Panama,PAN,2014,5326
Panama,PAN,2015,4897
Panama,PAN,2016,4715
Panama,PAN,2017,4058
Panama,PAN,2018,14530
Panama,PAN,2019,24844
Panama,PAN,2020,27820
Panama,PAN,2021,26504
Panama,PAN,2022,24716
Papua New Guinea,PNG,1961,0
Papua New Guinea,PNG,1962,0
Papua New Guinea,PNG,1963,0
Papua New Guinea,PNG,1964,0
Papua New Guinea,PNG,1965,0
Papua New Guinea,PNG,1966,0
Papua New Guinea,PNG,1967,0
Papua New Guinea,PNG,1968,0
Papua New Guinea,PNG,1969,0
Papua New Guinea,PNG,1970,0
Papua New Guinea,PNG,1971,300
Papua New Guinea,PNG,1972,1500
Papua New Guinea,PNG,1973,3000
Papua New Guinea,PNG,1974,3000
Papua New Guinea,PNG,1975,6500
Papua New Guinea,PNG,1976,9500
Papua New Guinea,PNG,1977,9500
Papua New Guinea,PNG,1978,9500
Papua New Guinea,PNG,1979,11000
Papua New Guinea,PNG,1980,11000
Papua New Guinea,PNG,1981,15500
Papua New Guinea,PNG,1982,25000
Papua New Guinea,PNG,1983,26000
Papua New Guinea,PNG,1984,38000
Papua New Guinea,PNG,1985,38500
Papua New Guinea,PNG,1986,41000
Papua New Guinea,PNG,1987,41000
Papua New Guinea,PNG,1988,34500
Papua New Guinea,PNG,1989,41500
Papua New Guinea,PNG,1990,45500
Papua New Guinea,PNG,1991,45000
Papua New Guinea,PNG,1992,50000
Papua New Guinea,PNG,1993,55000
Papua New Guinea,PNG,1994,59000
Papua New Guinea,PNG,1995,62000
Papua New Guinea,PNG,1996,62000
Papua New Guinea,PNG,1997,63000
Papua New Guinea,PNG,1998,64000
Papua New Guinea,PNG,1999,68000
Papua New Guinea,PNG,2000,72000
Papua New Guinea,PNG,2001,75000
Papua New Guinea,PNG,2002,79000
Papua New Guinea,PNG,2003,83000
Papua New Guinea,PNG,2004,85000
Papua New Guinea,PNG,2005,88000
Papua New Guinea,PNG,2006,92000
Papua New Guinea,PNG,2007,96000
Papua New Guinea,PNG,2008,117000
Papua New Guinea,PNG,2009,119000
Papua New Guinea,PNG,2010,135000
Papua New Guinea,PNG,2011,143000
Papua New Guinea,PNG,2012,146000
Papua New Guinea,PNG,2013,150000
Papua New Guinea,PNG,2014,167016
Papua New Guinea,PNG,2015,182552
Papua New Guinea,PNG,2016,193482
Papua New Guinea,PNG,2017,196413
Papua New Guinea,PNG,2018,202702
Papua New Guinea,PNG,2019,208613
Papua New Guinea,PNG,2020,220624
Papua New Guinea,PNG,2021,229161
Papua New Guinea,PNG,2022,237770
Paraguay,PRY,1961,7900
Paraguay,PRY,1962,8100
Paraguay,PRY,1963,8100
Paraguay,PRY,1964,10700
Paraguay,PRY,1965,13000
Paraguay,PRY,1966,16500
Paraguay,PRY,1967,13500
Paraguay,PRY,1968,16000
Paraguay,PRY,1969,14900
Paraguay,PRY,1970,18300
Paraguay,PRY,1971,24000
Paraguay,PRY,1972,19800
Paraguay,PRY,1973,13500
Paraguay,PRY,1974,19500
Paraguay,PRY,1975,13800
Paraguay,PRY,1976,14500
Paraguay,PRY,1977,20500
Paraguay,PRY,1978,11800
Paraguay,PRY,1979,18400
Paraguay,PRY,1980,18500
Paraguay,PRY,1981,13000
Paraguay,PRY,1982,26000
Paraguay,PRY,1983,12000
Paraguay,PRY,1984,21000
Paraguay,PRY,1985,20000
Paraguay,PRY,1986,20000
Paraguay,PRY,1987,17600
Paraguay,PRY,1988,17600
Paraguay,PRY,1989,17600
Paraguay,PRY,1990,17600
Paraguay,PRY,1991,17600
Paraguay,PRY,1992,17600
Paraguay,PRY,1993,18000
Paraguay,PRY,1994,18000
Paraguay,PRY,1995,11500
Paraguay,PRY,1996,11500
Paraguay,PRY,1997,11500
Paraguay,PRY,1998,11500
Paraguay,PRY,1999,13000
Paraguay,PRY,2000,13000
Paraguay,PRY,2001,13000
Paraguay,PRY,2002,13000
Paraguay,PRY,2003,13300
Paraguay,PRY,2004,13100
Paraguay,PRY,2005,13130
Paraguay,PRY,2006,13130
Paraguay,PRY,2007,15000
Paraguay,PRY,2008,15000
Paraguay,PRY,2009,16000
Paraguay,PRY,2010,16000
Paraguay,PRY,2011,16000
Paraguay,PRY,2012,16000
Paraguay,PRY,2013,16000
Paraguay,PRY,2014,16032
Paraguay,PRY,2015,16080
Paraguay,PRY,2016,15926
Paraguay,PRY,2017,15747
Paraguay,PRY,2018,15523
Paraguay,PRY,2019,15732
Paraguay,PRY,2020,15667
Paraguay,PRY,2021,15641
Paraguay,PRY,2022,15680
Peru,PER,1961,0
Peru,PER,1962,0
Peru,PER,1963,0
Peru,PER,1964,0
Peru,PER,1965,0
Peru,PER,1966,0
Peru,PER,1967,0
Peru,PER,1968,0
Peru,PER,1969,0
Peru,PER,1970,31
Peru,PER,1971,226
Peru,PER,1972,6
Peru,PER,1973,6
Peru,PER,1974,6
Peru,PER,1975,1448
Peru,PER,1976,1267
Peru,PER,1977,1711
Peru,PER,1978,1711
Peru,PER,1979,2423
Peru,PER,1980,3000
Peru,PER,1981,3100
Peru,PER,1982,3200
Peru,PER,1983,3500
Peru,PER,1984,4000
Peru,PER,1985,3623
Peru,PER,1986,9362
Peru,PER,1987,8509
Peru,PER,1988,6111
Peru,PER,1989,6188
Peru,PER,1990,4150
Peru,PER,1991,4318
Peru,PER,1992,4470
Peru,PER,1993,5000
Peru,PER,1994,5770
Peru,PER,1995,5188
Peru,PER,1996,5597
Peru,PER,1997,7567
Peru,PER,1998,10137
Peru,PER,1999,7651
Peru,PER,2000,9990
Peru,PER,2001,11200
Peru,PER,2002,9562
Peru,PER,2003,8864
Peru,PER,2004,9502
Peru,PER,2005,10361
Peru,PER,2006,10906
Peru,PER,2007,12594
Peru,PER,2008,14000
Peru,PER,2009,18215
Peru,PER,2010,19055
Peru,PER,2011,33324
Peru,PER,2012,37852
Peru,PER,2013,47488
Peru,PER,2014,37567
Peru,PER,2015,43140
Peru,PER,2016,51057
Peru,PER,2017,58951
Peru,PER,2018,66228
Peru,PER,2019,74739
Peru,PER,2020,65892
Peru,PER,2021,86745
Peru,PER,2022,91947
Philippines,PHL,1961,150
Philippines,PHL,1962,150
Philippines,PHL,1963,150
Philippines,PHL,1964,150
Philippines,PHL,1965,150
Philippines,PHL,1966,300
Philippines,PHL,1967,300
Philippines,PHL,1968,300
Philippines,PHL,1969,600
Philippines,PHL,1970,1100
Philippines,PHL,1971,1400
Philippines,PHL,1972,2700
Philippines,PHL,1973,3900
Philippines,PHL,1974,3900
Philippines,PHL,1975,5400
Philippines,PHL,1976,6000
Philippines,PHL,1977,6000
Philippines,PHL,1978,5500
Philippines,PHL,1979,6000
Philippines,PHL,1980,6200
Philippines,PHL,1981,6500
Philippines,PHL,1982,15000
Philippines,PHL,1983,10700
Philippines,PHL,1984,17000
Philippines,PHL,1985,17723
Philippines,PHL,1986,17000
Philippines,PHL,1987,15000
Philippines,PHL,1988,13000
Philippines,PHL,1989,12000
Philippines,PHL,1990,13000
Philippines,PHL,1991,14000
Philippines,PHL,1992,14000
Philippines,PHL,1993,15000
Philippines,PHL,1994,14000
Philippines,PHL,1995,14000
Philippines,PHL,1996,14000
Philippines,PHL,1997,14000
Philippines,PHL,1998,14000
Philippines,PHL,1999,15000
Philippines,PHL,2000,16000
Philippines,PHL,2001,16000
Philippines,PHL,2002,19987
Philippines,PHL,2003,20806
Philippines,PHL,2004,22211
Philippines,PHL,2005,25478
Philippines,PHL,2006,31444
Philippines,PHL,2007,36819
Philippines,PHL,2008,38599
Philippines,PHL,2009,41444
Philippines,PHL,2010,45044
Philippines,PHL,2011,49328
Philippines,PHL,2012,53015
Philippines,PHL,2013,53856
Philippines,PHL,2014,55083
Philippines,PHL,2015,59754
Philippines,PHL,2016,60069
Philippines,PHL,2017,60069
Philippines,PHL,2018,62671
Philippines,PHL,2019,62835
Philippines,PHL,2020,63933
Philippines,PHL,2021,64136
Philippines,PHL,2022,63381
Sao Tome and Principe,STP,1961,870
Sao Tome and Principe,STP,1962,870
Sao Tome and Principe,STP,1963,750
Sao Tome and Principe,STP,1964,750
Sao Tome and Principe,STP,1965,750
Sao Tome and Principe,STP,1966,750
Sao Tome and Principe,STP,1967,670
Sao Tome and Principe,STP,1968,550
Sao Tome and Principe,STP,1969,550
